COMPLAINT ID,COMPLAINT TYPE,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date
DOECOMP13390,Noise Complaint,2711,,N,PINE GROVE,AVE,9,05/30/1997,EMPTY LOT                           CONSTRUCTION SITE THERE IS WORK GOING ON BEFORE 7:00 AM EVERY DAY SINCE LAST WEEK. I DISCOVERED NO ACTIVITY NOR ANYONE ON SITE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP6101,Noise Complaint,1558,,N,MILWAUKEE,AVE,16,07/25/1996,BIGN HORN CAFE & LOUNGE             I ATTEMPTED TO CONTACT COMPLAINANT V. JONES I WAS TOLD TO HANG ON BUT PERSON WHO ANSWERED PHONE DIDN;T RETURNED I REDIALED DIDN'T RESPOND.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP10234,Noise Complaint,225,,N,WABASH,AVE,35,03/23/1998,MC HUGH CONSTRUCTION                DOING WORK BEFORE ORDINANCE HOURS AT 7:30 AM. I INFORMED & GAVE A COPY OF CITY ORDINANCE 11-4-1140 PROHIBITED ACTS WHICH STATES NO CONST BEFORE 8:00,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP3701,Noise Complaint,1378,,N,WOLCOTT,AVE,113,04/21/2006,ARBERIA CONSTRUCTION                CONTRACTOR'S ARE WORKING BEFORE ORDINANCE HOURS AT 6:30 AM CAUSING VERY LOUD NOSIE. OBSERVED NO NOISE AT THIS TIME. SPOKE WITH SUPERVISOR AND GAVE HIM A VERBAL WARNING HE STATED THAT HE WILL COMPLY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP2164,Noise Complaint,11800,,S,HARVARD,AVE,44,07/03/2000,RESIDENTAL AREA                     THERE IS A VERY FOUL ODOR COMING FROM TRASH CANS. REFERRED COMPLAINT TO STREETS & SANTATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP3197,Noise Complaint,12721,,S,WENTWORTH,AVE,77,07/18/2005,AIR AND GAS CO.                     AIR PRESSURE SYSTEM GOING ON AND OFF 3 MINS INTERVALS VERY LOUD NOISE. UPON ARRIVAL NO ACTIVITY WAS OBSERVED. NO NOISES WERE EVIDENT FROM THE PUBLIC WAY OR NEAREST RESIDENTIAL AREA.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP14226,Noise Complaint,2977,,N,ELSTON,AVE,81,03/13/2009,'N' BAR                             VERY LOUD NOISE COMING FROM FACILITY ON FRI & SAT 11 PM - 3 AM. FACILITY WAS OPEN FOR BUSINESS. OBSERVED NO NOISE AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP1885,Noise Complaint,1156,,W,GRAND,AVE,21,12/29/1997,SAVANNAH'S                          EXHAUST FANS EMITTING FUMES THAT HAVE VERY FOUL ODORS. THERE ARE ODORS FROM RESTAURANT BUT THEY ARE NORMAL COOLING ODORS. MORE OF ZONING ISSUE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP1500,Noise Complaint,1113,,W,LAWRENCE,AVE,81,05/20/2010,KINETIC PLAYGROUND                  LOUD MUSIC FROM THIS ESTABLISHMENT REPORTED TO CAUSE NOISE DISTURBANCE INSIDE COMPLAINANT'S RESIDENCE. RESPONDENT CAUSED AND ALLOWED THE SOUND PRESSURE LEVEL TO EXCEED 55 DECIBELS WITHIN A DWELLING UNIT. RESPONDENT CAUSED AND ALLOWED A NUISANCE IN CONNECTION WITH BUSINESS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP13060,Noise Complaint,2720,,N,SHEFFIELD,AVE,81,03/25/2010,SENIOR CITIZENS BLDG                VERY LOUD GENERATOR RUNNING CREATING NOISE FROM 7 PM - 8 AM AT THE ABOVE LOCATION. ARRIVAL TO LOCATION FOUND NO SUCH ADDRESS CANVASSING AREA. I OBSERVED A LARGE BACK UP GENERATOR POSITIONED AT GROUND LEVEL IN THE REAR OF ABOVE ADDRESS WHICH IS A SENIOR CITIZENS COMPLEX. INTERVIEWED SECURITY OFFICER WHO INFORMED ME OF RECENT (COM ED) POWER OUTAGE THAT CAUSED THE UNIT TO CYCLE ON. BASED UPON FACTS REGARDING MEDICAL EQUIPMENT THROUGHOUT THIS FACILITY IS EXEMPT DURING SUCH OTAGES.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP19761,Noise Complaint,4117,,S,KEDZIE,AVE,67,10/31/2003,ALDI                                SEMI TRUCKS ARE MAKING A LOT OF NOISE WHILE DELIVERING 4 - 5 AM SOMETIME 6 AM EVERY DAY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP5645,Noise Complaint,1608,,W,NORTH,AVE,16,01/14/1993,LIVE BAND CAUSING A NOISE PROBLEM.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP9794,Noise Complaint,2140,,N,LINCOLN,AVE,16,02/05/1996,TOULOUSE RESTAURANT,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP21276,Noise Complaint,4300,,N,LINCOLN,AVE,11,05/24/1999,JAKO'S PIZZA                        THERE WAS VERY LOUD NOSIE AT 1:47 AM FROM CUSTOMERS LEAVING THE ABOVE BUSINESS. BOTH ESTABLISHMENTS WERE ADVISED NOT TO ALLOW NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP9263,Noise Complaint,210,,S,WABASH,AVE,25,08/10/1993,WARNING DEVICE FOR PEDESTRAINS ON SITE TO LOUD FOR PERSONS EAR TAKE NOISE READING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP4708,Noise Complaint,1412,,W,CHICAGO,AVE,132,07/09/2008,TK ENTERPRISES                     CALLER SAYS AT ABOVE LOCATION WORKERS ARE STARTING CONSTRUCTION BEFORE ORDINANCE HOURS AT 7 AM CREATING VERY LOUD NOISE. NO WORKERS WORKING AT THE TIME OF INSPECTION. SPOKE WITH WORKERS AND GAVE THEM A VERBAL WARNING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP17940,Noise Complaint,3601,,N,MILWAUKEE,AVE,35,08/28/1995,SHURZ HIGH SCHOOL                   EARLY MORNING CONSTRUCTION BEFORE ORDNINACE HOURS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP14746,Noise Complaint,3053,3055,S,HOMAN,AVE,18,04/06/1994,ALARMS INSTALLED AND SERVICED CHECK FOR LICENSE PERMIT ON SITE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP22275,Noise Complaint,4509,,N,MONITOR,AVE,97,07/14/1997,RESIDENTIAL BLDG.                   VERY LOUD A/C UNIT. NEED TO SEND OUT LETTER. A/C LETTER MAAILED ON 7/14/97.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP11278,Noise Complaint,2438,,N,LINCOLN,AVE,16,09/24/1996,LOUNGE AX                           LOUD MUSIC. I MEASURED 62 DBA AND 10 FEET IN REAR OF LOUNGE. HE SAID MUSIC MUCH LOUDER ON THE WEEK ENDS WHEN THE BACK DOOR IS OPEN.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP19259,Noise Complaint,401,,N,WABASH,AVE,130,12/27/2007,BOVIS LEND LEASE                    CALLER STATES THAT CONTRACTOR'S ARE WORKING BEFORE ORDINANCE HOURS AT 6 AM CREATING LOUD NOISE. NO MECHANICAL EQUIPMENT. TRUCKS ARE IDLING OUTSIDE AND BACKING ONTO THE SITE CREATING LOUD NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP11444,Noise Complaint,2401,,S,MICHIGAN,AVE,25,10/06/1993,CONSTANT ALARM KEEPS GOING OFF.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP7514,Noise Complaint,1840,,W,PETERSON,AVE,76,08/09/2005,CITGO GAS STATION                   NOISE COMING FROM FACILITY. DETECTED LOUD SQUILL FROM BLOW DRYER DRIVER BELTS. OWNER MANAGER CONTACTED REPAIRMAN CLOSED CAR WASH UNTIL REPAIRMAN CHECK SYSTEM,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP12830,Noise Complaint,2600,,W,DIVERSEY,AVE,113,05/22/2006,DEVA DEVELOPMENT                    STARTING CONSTRUCTION WORK BEFORE ORDINANCE HOURS. THEY ARE STARTING AT 6 AM. NO ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP7993,Noise Complaint,1908,,N,SHEFFIELD,AVE,86,07/30/2001,"DEER PARK BUILDERS INC.             STARTING CONSTRUCTION @ 6:30 A.M. BEFORE ORDIANCE HRS.,CAUSING EXCESSIVE NOISES. SPOKE WITH FOREMAN I ASKED HIM WHAT TIME DO HE START HE STATED 8AM.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP11562,Noise Complaint,2356,,W,CHICAGO,AVE,117,01/05/2007,VILLAGE PIZZERIA                    CALLER SAYS SEVERAL RESIDENTS HAVE COMPLAINED OF RESTAURANT HAVING LOUD SPEAKERS DAILY FROM 10 AM - 12 AM. SPOKE WITH OWNER HE TOLD ME THAT PA SYSTEM USED TO TELL CUSTOMER NOT TO PARK AT BURGER KING NEXT DOOR TO KEEP FROM GETTING THERE CAR TOWED. THE SYSTEM WAS NOT ON WHEN I ARRIVED AT SITE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP545,Noise Complaint,1019,,W,GRAND,AVE,11,05/10/1995,ALLIED VALVE INDUSTRIES             TEST VALVES CAUSING VERY LOUD EXPLOSIONS NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP17059,Noise Complaint,3426,,N,SHEFFIELD,AVE,16,10/27/1995,RESIDENTIAL AREA,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP214,Noise Complaint,1000,,W,BELMONT,AVE,81,10/05/2007,BASS FROM MUSIC FROM 12 AM - 5 AM EVERY NIGHT CREATING LOUD NOISE. OBSERVED NO MUSIC AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP2379,Noise Complaint,11528,,S,PRINCETON,AVE,81,09/20/2004,RESIDENTIAL GARGE                   LOUD BANGING WORKING ON CAR IN GARAGE AFTER 11:30 PM. NO APPARENTLY ACTIVITY OR AUDIBLE NOISE FROM THE GARAGE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP9660,Noise Complaint,2175,,N,AUSTIN,AVE,16,05/20/1996,MARLON'S RESTAURANT                 EXHAUST FAN MAKES EXTREMELY LOUD NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP9462,Noise Complaint,2131,,S,ARCHER,AVE,110,01/18/2008,RESIDENTIAL/INDUSTRIES              INDUSTRIES FAN ON TOP OF ROOF IS CAUSING A LOTS OF NOISE. OBSERVED NOISE FROM EXHAUST FAN. THE PROPERTY MANAGER WILL HAVE TO CALL CONTRACTORS TO HAVE IT CHECK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP22038,Noise Complaint,4404,,W,BERTEAU,AVE,9,04/28/1998,KOCH POULTRY                        REFRIGERTE TRUCKS LEAVE RUNNING ALL DAY ALSO WHEN MAKING DELIVERIES.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP19756,Noise Complaint,4117,,S,KEDZIE,AVE,22,07/09/1996,ALDI FOOD STORE                     EARLY MORINING DELIVERIES AT STORE 5-6AM. NO REMARKABLE NOISE WAS HEARD AT THIS TIME,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP6878,Noise Complaint,1750,,W,BELMONT,AVE,24,06/07/1993,NOISE EARLY 6:45 A.M. CONSTRUCTION STARTING IN OLD WAREHOUSE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP16710,Noise Complaint,3339,,N,HAMILTON,AVE,69,02/09/2006,"RESIDENTIAL BLDG.                   VERY LOUD NOISE FROM USING 2 DRY SAW. COMPLAINANT WOULD LIKE CONTRACTOR'S TO MOVE THE DRY SAW IN THE BACK OF BLDG. I SPOKE WITH COMPLAINANT ART WHO INNFORMED ME THAT CONTRACTORS HAVE FINISHED CUTTING BRICKS WITH WET SAWS. I TOLD HIM THAT AS LONG AS THEY WERE USING WATER WITH SAWS THEY WERE IN COMPLIANCE. HE ALSO STATED THEY WERE IN COMPLIANCE WITH THE CONSTRUCTION SITE CLEANLINESS ORDINANCE WITH SECURED FENCING AND FABRIC MESH. HE STATED THAT THE CONTRACTORS WERE FINISHED WITH CUTTING STONE IT WAS FOR TWO DAYS. HE FELT IT WAS TOO MUCH NOISE HOWEVER, THEY WERE WORKING DURING ORDINANCE HOURS. HE STATED THAT HE WOULD LIKE CHANGES IN THE CONSTRUCTION ORDINANCE, I INFORMED HIM TO WORK WITH HIS ALDERMAN FOR ANY CHANGES TO BE MADE TO CONSTRUCTION OPERATIONS IN THE CITY.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP1493,Noise Complaint,1113,,N,ASHLAND,AVE,137,07/13/2011,RESIDENTIAL BLDG.                   CONTRACTOR'S ARE WORKING ON ROOF BEFORE ORDINANCE HOURS AT 7 AM CREATING LOUD NOISE. NO CONSTRUCTION ACTIVITY OBSERVED AT THIS LOCATION. NO ROOF DEBRIS OR DUST OBSERVED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP15352,Noise Complaint,3200,,N,ASHLAND,AVE,113,05/04/2007,CONSTRUCTION SITE                   CONTRACTOR'S WORKERS ARE STARTING BEFORE ORDINANCE HOURS AT 6:30 AM - 7:00 AM CREATING LOUD NOISE. NO ONE WAS AVAILABLE AT THIS TIME. I LEFT MESSAGE FOR THE OWNER TO GET BACK WITH ME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP6919,Noise Complaint,1750,,W,WRIGHTWOOD,AVE,15,05/24/1993,COMPRESSOR IN THE BACK OF LOCATION ABOVE CAUSING LOT OF NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP18101,Noise Complaint,3663,,S,ARCHER,AVE,25,12/06/1994,SPORTS LOUNGE                       TAKE NOISE READING ALSO CONTACT POLICE OFFICER TERRONES TO BE PRESENT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP8996,Noise Complaint,2023,,N,DAMEN,AVE,81,06/14/2005,BABYLON RESTAURANT                  EXHAUST FAN IS RUNNING ALL NIGHT CAUSING VERY LOUD NOISE. PLEASE CALL ALD'S OFFICE WITH FINDINGS. EARLY EVENING VISIT TO SITE WAS TO TAKE PHOTO OF EXHAUST FAN IN QUESTION WHICH IS LOCATED ON FACILITYS ROOF. DID GO INSIDE AND SPEAK WITH OWNER 'SARGON RASHO' WHO ACKENOWLEDGED HE WAS AWARE OF (1) COMPLAINANT WHO HAD INFORMED HIM OF THE DISTURBANCE SINCE THEN HE POSTED A SIGN FOR ALL EMPLOYEES TO TURN THE EXHAUST FAN OFF AT CLOSING TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP8770,Noise Complaint,2019,,N,OAK PARK,AVE,16,06/14/1994,M & M MARS COMPANY                  NOISE FROM TRUCKS FROM LOADING AND UNLOADING. M & M MARS CO.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP7650,Noise Complaint,1910,,N,CLIFTON,AVE,4,10/08/1996,GENERAL IRON                        LOUD EXPLOSION AT LOCATION. VISITED SITE & MET WITH MR LABKON HE CHECK THE LOG WHBICH SHOWED EX- PLOSIONS RECORED ON 10/7 & 10/8 NEW CRANE OPER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP1031,Noise Complaint,10551,,S,TRUMBULL,AVE,11,01/23/1995,CARS NOISE/WORK ON CEHICLES REPAIR OIL IN GARAGE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP9528,Noise Complaint,2116,,W,CHICAGO,AVE,22,04/16/2010,"SEMIPHORE RECORDING                 CALLER STATES LOUD MUSIC COMING FROM ABOVE LOCTION ALL DAY, EVENING AND NIGHT. I MET WITH MANAGER WHOT STATED THAT THEIR PRACTICES OVER NIGHT ON WEEKENDS. I GAVE HIM A VERBAL WARNING.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP16294,Noise Complaint,3300,,N,CICERO,AVE,16,04/28/1993,LOUD SPEAKER PAGING SYSTEM GOES OFF EVERY 10 SEC. FROM 9 AM -9 PM DAILY VERY LOUD AND DISTURBING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP15162,Noise Complaint,3111,,N,WESTERN,AVE,81,12/16/2009,VIADUCT THEATRE                     VERY LOUD NOISE COMING FROM FACILITY CONCERT IS SCHEDULED ON WED 12/16 AT 8 PM. SPOKE WITH THE OWNER HE AGREED FOR ME TO TAKE A NOISE READING.  WITH THE MUSIC PLAYING IS 53 DBA AND WITH MUSIC OFF IS 46 DBA. THE MUSIC STILL BE HEARD ABOVE BARRY STREET.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP917,Noise Complaint,104,,S,MICHIGAN,AVE,11,12/22/1995,RESIDENTIAL AREA                    LOUD NOISE CONSTRUCTION NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP10988,Noise Complaint,2300,,W,ST PAUL,AVE,86,01/19/2001,INDUSTRIAL/RESIDENTIAL AREA         6:00 AM OCCURANCE CAUSING NOISE & SEMI'S RUNNIN ENGINES FUMES. OBSERVED TRUCK TRAFFIC WITHIN THE GATE BUT WERE NOT IDLING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP12741,Noise Complaint,2545,,W,CHICAGO,AVE,102,07/28/2003,CHICAGO PALLETS                     AIR GUNS & SAWS 24 HOURS A DAY 7 DAYS A WEEK. THERE WERE EVIDENCE OF NOISE WERE ONE AIR GUN TO WORK ON PALLETS & ONE NAIL REMOVER VERY LOUD. GAVE A VERBAL WARNING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP10271,Noise Complaint,2251,,N,LINCOLN,AVE,35,06/17/1996,RON'S CONSTRUCTION                  CONSTRUCTION IS GOING ON REMODELING A BAR WITH HEAVY EQUIPMENT BEING USED VERY EARLY IN THE MORNING WORK IS STARTING AS EARLY AS 6:00 AM.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP8344,Noise Complaint,2011,2015,N,WESTERN,AVE,56,03/20/2006,LA ROSA MARISCOS CANCUN             THE MUSIC VOLUME IS EXTREMELY LOUD AND DISRUPTIVE UNTIL LATE AT NIGHT 2-3 AM AT TIMES. I SPOKE WITH OWNER MS. TORRESSE I INFORMED HER OF THE CITY'S ORDINANCE. THERE WILL COMPLY WITH ORDINANCE. SHE STATED THAT SHE WILL TELL THE DJ ABOUT THE CODE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP8540,Noise Complaint,2000,,W,ARMITAGE,AVE,113,06/28/2005,RESIDENTIAL BLDG.                   WORKERS START BEFORE ORDINANCE HOURS CREATING LOUD NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP12875,Noise Complaint,2620,,W,TOUHY,AVE,22,08/30/2006,YESHIVA SHEARIS YISOROEL SCHOOL     VERY LOUD A/C UNIT ON TOP OF ROOF. AT THE TIME OF INSPECTION NO VIOLATION WAS DETECTED CHILLER WAS NOT IN OPERATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP1613,Noise Complaint,11050,,S,SPAULDING,AVE,16,08/18/1994,ERIK THE RED LOUNGE                 LOUD MUSIC FROM LOUNGE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP19085,Noise Complaint,3907,,N,DAMEN,AVE,11,09/29/1994,AUGENBLICK BAR                      MUSIC FROM JUKE BOX MAKING VERY LOUD NOISE. VERBAL WARNING GIVEN.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP16503,Noise Complaint,3258,,S,DAMEN,AVE,16,05/01/1995,"RUDOLPH EXPRESS                     TRUCKING FIRM DOCK ON 33RD ST. NOISE, MOSTLEY AFTER 10:00 PM FROM PA SYSTEM.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP1213,Noise Complaint,1100,,S,WABASH,AVE,86,04/05/2001,"COLUMBIA COLLEGE LUDINGTON BLDG.    STARTING CONST. WORK BEFORE ORDIANCE HRS. AROUND 5-6A.M. 3 OR 4 DAYS A WEEK,CAUSING EXCESSIVE NOISE ENGR STATED THAT THERE WAS NO ACTIVITY OF CONST.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP7718,Noise Complaint,1909,,N,CLIFTON,AVE,77,12/14/2002,GENERAL IRON                        PLEASE CALL COMPLAINANT AFTER INSPECTION STARTED OPERATION AT 7 AM SATURDAY 12/14 EXTREMELY LOUD. PARTICULATE EMISSIONS FROM SITE DUST CLOUD OVER AREA POOR DUST CONTROL. THE SCRAP IRON FAILIY WAS OPERATIN. EXCESSIVE DUST WAS NOT OBSERVED AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
